scaf0054177.1,Bradi2g25640.1|PACid:21808022,45.671641791
scaf0411592.2,Bradi1g14480.1|PACid:21823587,17.4863387978
scaf0248481.1,Bradi4g10387.1|PACid:21814346,45.1612903226
scaf0141048.2,Bradi3g43020.1|PACid:21833561,43.6440677966
scaf0141048.1,Bradi1g43500.1|PACid:21822058,60.5786618445
scaf0087902.1,Bradi4g04320.1|PACid:21811293,50.5050505051
scaf0435571.1,Bradi2g31230.1|PACid:21805424,25.0614250614
scaf0233957.1,Bradi2g11250.1|PACid:21804714,9.5717884131
scaf0168818.1,Bradi3g11370.1|PACid:21833197,7.01754385965
scaf0373583.1,Bradi4g24330.1|PACid:21810698,58.3606557377
scaf0251450.1,Bradi4g24287.1|PACid:21811979,0.602409638554
scaf0433646.1,Bradi4g11810.1|PACid:21813988,50.6644518272
scaf0039075.2,Bradi4g25740.1|PACid:21811687,9.69162995595
scaf0372895.2,Bradi2g55720.1|PACid:21809576,1.94174757282
scaf0103252.1,Bradi1g14230.1|PACid:21820877,38.8392857143
scaf0039075.1,Bradi1g31820.1|PACid:21823288,32.1086261981
scaf0025085.1,Bradi4g44990.1|PACid:21814420,53.1055900621
scaf0388101.1,Bradi3g44160.1|PACid:21827729,24.8815165877
scaf0282770.1,Bradi3g22707.1|PACid:21829594,28.4671532847
scaf0282770.2,Bradi3g22707.1|PACid:21829594,16.0583941606
scaf0282770.3,Bradi1g10630.1|PACid:21817319,48.4126984127
scaf0338688.2,Bradi3g59880.1|PACid:21827650,10.7902735562
scaf0338688.3,Bradi3g13460.1|PACid:21828078,20.64
scaf0338688.1,Bradi3g59890.1|PACid:21829062,0.952380952381
scaf0298312.1,Bradi3g17507.1|PACid:21833592,35.0495049505
scaf0069465.1,Bradi4g30110.1|PACid:21812378,37.6068376068
scaf0072746.1,Bradi4g25160.1|PACid:21811020,34.555984556
scaf0021653.3,Bradi3g52096.1|PACid:21831865,53.5483870968
scaf0021653.2,Bradi5g14390.1|PACid:21824923,62.6283367556
scaf0165653.1,Bradi1g51930.1|PACid:21823332,36.4640883978
scaf0033271.2,Bradi5g26030.1|PACid:21824574,27.9005524862
scaf0033271.1,Bradi3g55310.2|PACid:21833356,15.9292035398
scaf0309092.1,Bradi1g47320.1|PACid:21821689,16.8264110756
scaf0090611.2,Bradi3g39090.1|PACid:21828390,42.5
scaf0090611.1,Bradi3g34737.2|PACid:21829738,50.5641025641
scaf0106639.1,Bradi3g19240.1|PACid:21832548,60.8445297505
scaf0106639.2,Bradi1g27400.1|PACid:21818844,56.3850687623
scaf0116385.2,Bradi3g21730.1|PACid:21830915,34.8189415042
scaf0116385.3,Bradi3g21730.1|PACid:21830915,34.8189415042
scaf0062291.1,Bradi5g12137.1|PACid:21824325,8.86075949367
scaf0184615.1,Bradi5g22200.1|PACid:21824475,37.5510204082
scaf0328777.1,Bradi2g53360.1|PACid:21808808,63.9722863741
scaf0328777.2,Bradi2g53360.1|PACid:21808808,64.896073903
scaf0019799.1,Bradi2g21870.1|PACid:21809577,37.1951219512
scaf0229855.2,Bradi4g26530.1|PACid:21813086,47.966507177
scaf0229855.1,Bradi1g10810.1|PACid:21823180,13.0864197531
scaf0089451.1,Bradi1g14510.1|PACid:21814872,21.0925644917
scaf0079812.1,Bradi2g55892.1|PACid:21809158,51.914893617
scaf0357523.1,Bradi4g42200.1|PACid:21813256,51.0752688172
scaf0366305.1,Bradi3g07220.1|PACid:21833232,25.3493013972
scaf0028006.1,Bradi3g07740.1|PACid:21827076,60.510805501
scaf0371164.1,Bradi3g37880.2|PACid:21830484,6.84039087948
scaf0401526.1,Bradi1g61577.1|PACid:21817028,1.5350877193
scaf0208265.1,Bradi2g19010.1|PACid:21804627,29.7376093294
scaf0172977.1,Bradi4g02900.1|PACid:21813948,18.9415041783
scaf0043401.1,Bradi4g30790.1|PACid:21812665,14.9625935162
scaf0093454.1,Bradi1g27940.1|PACid:21822095,16.9230769231
scaf0283094.1,Bradi4g04320.1|PACid:21811293,52.5252525253
scaf0171374.1,Bradi3g43510.1|PACid:21827374,39.0134529148
scaf0033493.1,Bradi2g47550.1|PACid:21807887,38.7434554974
scaf0185939.1,Bradi4g25047.1|PACid:21814091,20.8897485493
scaf0286767.1,Bradi1g51257.1|PACid:21819392,24.6006389776
scaf0301504.1,Bradi4g38240.1|PACid:21811023,7.39247311828
scaf0419670.1,Bradi4g04620.1|PACid:21811538,46.9733656174
scaf0435830.1,Bradi1g64410.1|PACid:21821913,37.3697916667
scaf0076711.1,Bradi1g28660.1|PACid:21820745,7.30337078652
scaf0178042.1,Bradi3g37230.1|PACid:21831952,12.2807017544
scaf0206270.1,Bradi4g13190.1|PACid:21812286,23.4234234234
scaf0236845.1,Bradi5g19590.1|PACid:21826103,18.4738955823
scaf0245879.2,Bradi5g18100.1|PACid:21824695,19.1489361702
scaf0245879.1,Bradi3g04670.1|PACid:21832142,4.78589420655
scaf0236814.2,Bradi1g69610.1|PACid:21819064,42.2845691383
scaf0236814.1,Bradi1g06050.1|PACid:21815574,41.9028340081
scaf0188611.1,Bradi1g58220.1|PACid:21817076,13.1016042781
scaf0108017.1,Bradi4g34940.1|PACid:21810048,47.859922179
scaf0432047.1,Bradi4g21050.1|PACid:21813601,19.0709046455
scaf0191545.2,Bradi5g09110.1|PACid:21826200,26.4069264069
scaf0191545.1,Bradi2g61620.1|PACid:21809123,35.1585014409
scaf0147850.4,Bradi1g22240.1|PACid:21822676,21.1267605634
scaf0137107.1,Bradi5g09097.1|PACid:21824119,37.1007371007
scaf0137107.2,Bradi3g13650.1|PACid:21828632,16.7883211679
scaf0381293.2,Bradi5g24650.1|PACid:21824514,56.8513119534
scaf0381293.1,Bradi1g44800.1|PACid:21819136,33.9563862928
scaf0431323.1,Bradi2g46600.1|PACid:21809592,15.6327543424
scaf0377898.1,Bradi1g63320.1|PACid:21816154,16.2402669633
scaf0035205.1,Bradi3g17170.1|PACid:21827193,3.64741641337
scaf0009851.2,Bradi1g48540.1|PACid:21815823,50.5747126437
scaf0202731.2,Bradi3g23230.1|PACid:21828377,3.85542168675
scaf0073966.1,Bradi1g15560.1|PACid:21820600,6.68257756563
scaf0169797.2,Bradi2g56690.1|PACid:21809110,9.30576070901
scaf0169797.1,Bradi2g56690.1|PACid:21809110,1.92023633678
scaf0433419.1,Bradi1g45340.1|PACid:21815524,50.9225092251
scaf0366846.1,Bradi2g03850.1|PACid:21809599,14.122681883
scaf0371531.3,Bradi4g10387.1|PACid:21814346,35.1612903226
scaf0371531.1,Bradi1g22500.2|PACid:21822729,36.6666666667
scaf0286829.1,Bradi1g49107.1|PACid:21821567,3.51288056206
scaf0279905.1,Bradi1g58290.1|PACid:21817583,41.0377358491
scaf0129951.1,Bradi4g18187.1|PACid:21812133,3.73333333333
scaf0394571.1,Bradi5g01010.1|PACid:21825661,5.0259965338
scaf0060132.1,Bradi2g34110.1|PACid:21806751,35.1988217968
scaf0189246.2,Bradi3g13580.1|PACid:21831980,6.33802816901
scaf0302359.1,Bradi1g11960.1|PACid:21817805,7.71276595745
scaf0302598.1,Bradi4g45227.1|PACid:21812289,49.1323210412
scaf0156892.1,Bradi5g26806.2|PACid:21823850,46.568627451
scaf7362172.1,Bradi5g22970.1|PACid:21825359,21.261682243
scaf0175194.1,Bradi1g77087.1|PACid:21817783,9.36349289847
scaf0290540.1,Bradi1g24940.1|PACid:21818567,13.0434782609
scaf0028161.1,Bradi5g17680.1|PACid:21825412,7.57575757576
scaf0417231.1,Bradi3g48480.1|PACid:21826996,0.506329113924
scaf0204579.1,Bradi1g56955.1|PACid:21818640,39.5104895105
scaf0362973.1,Bradi4g27480.1|PACid:21809768,29.4670846395
scaf0362973.2,Bradi4g26420.1|PACid:21812060,40.6666666667
scaf0183954.1,Bradi2g12080.1|PACid:21806377,40.8624229979
scaf0147107.1,Bradi1g08510.1|PACid:21816741,10.9289617486
scaf0107545.1,Bradi1g03420.1|PACid:21817626,12.5760649087
scaf0107545.2,Bradi3g54480.1|PACid:21831516,46.7248908297
scaf0007190.1,Bradi4g00980.1|PACid:21809793,47.2549019608
scaf0436128.2,Bradi3g59140.1|PACid:21831195,49.0421455939
scaf0079599.1,Bradi1g37620.1|PACid:21820787,56.1101549053
scaf0320483.1,Bradi5g07650.1|PACid:21825892,43.7142857143
scaf0225867.1,Bradi3g24417.1|PACid:21827033,28.2268870031
scaf0040971.1,Bradi1g06620.1|PACid:21818825,7.67195767196
scaf7363940.1,Bradi3g22020.3|PACid:21827783,32.4758842444
scaf0283199.1,Bradi3g59722.1|PACid:21828802,26.5415549598
scaf0275746.1,Bradi3g08400.1|PACid:21829247,13.468013468
scaf0277694.3,Bradi2g03840.1|PACid:21807201,15.7190635452
scaf0277694.2,Bradi1g65450.1|PACid:21819438,14.7058823529
scaf0012946.1,Bradi2g05600.1|PACid:21805184,41.7910447761
scaf0279101.1,Bradi1g36330.1|PACid:21819566,48.064516129
scaf0279101.2,Bradi1g04520.1|PACid:21823731,36.2105263158
scaf0085315.1,Bradi1g57500.1|PACid:21820981,38.1088825215
scaf0083961.3,Bradi2g34040.1|PACid:21808954,26.8442622951
scaf0083961.4,Bradi3g47880.1|PACid:21833262,3.29949238579
scaf0261138.2,Bradi5g09190.1|PACid:21824640,12.5290023202
scaf0007399.2,Bradi1g18090.1|PACid:21819949,12.2388059701
scaf0434867.1,Bradi1g21570.1|PACid:21817236,37.5
scaf0434867.2,Bradi3g03747.1|PACid:21830118,23.7449118046
scaf0007399.1,Bradi2g12720.1|PACid:21805504,9.33609958506
scaf0227414.1,Bradi4g04820.1|PACid:21813951,13.9130434783
scaf0227414.2,Bradi1g77040.1|PACid:21820322,69.1394658754
scaf0427504.2,Bradi1g69000.1|PACid:21820013,16.2583518931
scaf0284063.2,Bradi2g00460.1|PACid:21807921,35.2542372881
scaf0236423.1,Bradi3g55580.1|PACid:21828863,37.0896184561
scaf0236423.2,Bradi4g10260.1|PACid:21810803,50.5854800937
scaf0099886.2,Bradi2g03760.1|PACid:21806033,11.8811881188
scaf0099886.3,Bradi3g35850.1|PACid:21828607,35.6209150327
scaf0099886.1,Bradi3g32320.1|PACid:21830550,8.33333333333
scaf0161351.1,Bradi4g28460.1|PACid:21811647,32.0949432405
scaf0251633.1,Bradi2g46250.1|PACid:21802964,17.6801801802
scaf0374979.1,Bradi4g31720.1|PACid:21812486,56.4960629921
scaf0402739.1,Bradi5g20090.1|PACid:21826573,43.7198067633
scaf0123586.1,Bradi1g68860.2|PACid:21818167,29.5415959253
scaf0077599.1,Bradi1g52367.1|PACid:21816739,37.9958246347
scaf0377278.1,Bradi3g06570.1|PACid:21833008,29.6587926509
scaf0216713.1,Bradi3g57387.1|PACid:21832330,22.255489022
scaf0184394.1,Bradi4g04730.1|PACid:21810462,1.93103448276
scaf0169143.1,Bradi3g57580.1|PACid:21829514,19.6078431373
scaf0279114.1,Bradi3g27160.1|PACid:21829411,30.5738476011
scaf0390557.2,Bradi1g58390.2|PACid:21818024,25.1851851852
scaf0390557.1,Bradi4g19730.1|PACid:21812512,16.5289256198
scaf0009314.2,Bradi1g70650.1|PACid:21819632,48.1695568401
scaf0367510.2,Bradi1g59587.1|PACid:21816629,43.3839479393
scaf0413095.1,Bradi1g06040.1|PACid:21818853,41.6666666667
scaf0367510.1,Bradi2g39160.1|PACid:21804724,37.2239747634
scaf0396938.2,Bradi3g51120.1|PACid:21831328,8.56531049251
scaf0338272.1,Bradi3g26980.1|PACid:21828297,12.9370629371
scaf0305960.1,Bradi1g73190.1|PACid:21818712,31.5476190476
scaf0338272.2,Bradi2g31800.1|PACid:21804044,55.3359683794
scaf0431108.1,Bradi1g19230.1|PACid:21819607,5.20231213873
scaf0024172.2,Bradi4g37210.1|PACid:21809835,9.02255639098
scaf0024172.3,Bradi1g24760.1|PACid:21816595,11.5671641791
scaf0024172.1,Bradi3g42620.1|PACid:21827789,33.7164750958
scaf0116386.3,Bradi1g30600.1|PACid:21817025,15.2542372881
scaf0116386.2,Bradi3g06640.1|PACid:21832384,53.4782608696
scaf0116386.1,Bradi2g43167.1|PACid:21805139,35.6164383562
scaf0116386.5,Bradi5g00620.1|PACid:21825813,10.9523809524
scaf0116386.4,Bradi3g57220.1|PACid:21832126,44.6327683616
scaf7357061.1,Bradi4g44590.1|PACid:21812096,32.6984126984
scaf0042191.1,Bradi3g39510.1|PACid:21831608,8.26558265583
scaf0027031.1,Bradi4g03280.1|PACid:21812615,36.8983957219
scaf7363807.1,Bradi4g44750.1|PACid:21812804,35.0114416476
scaf0024148.1,Bradi2g11410.1|PACid:21808284,45.1338199513
scaf0119411.4,Bradi3g59030.1|PACid:21829379,37.3762376238
scaf0179573.1,Bradi1g12860.1|PACid:21815232,47.2826086957
scaf0119411.1,Bradi1g13730.1|PACid:21815781,46.7091295117
scaf0119411.3,Bradi1g13730.1|PACid:21815781,25.9023354565
scaf0112556.2,Bradi1g48160.1|PACid:21821778,3.75
scaf0112556.1,Bradi4g04965.1|PACid:21813360,52.4163568773
scaf0136422.1,Bradi2g04317.1|PACid:21808501,15.3669724771
scaf0160914.1,Bradi5g26550.1|PACid:21826656,27.0526315789
scaf0253701.1,Bradi1g67880.1|PACid:21814917,17.0081967213
scaf0021173.1,Bradi2g62697.2|PACid:21806755,48.1308411215
scaf0429935.3,Bradi2g06460.1|PACid:21806753,29.5857988166
scaf0261132.1,Bradi2g45000.1|PACid:21807824,19.8198198198
scaf0154730.1,Bradi1g20870.1|PACid:21821142,39.5095367847
scaf0221115.1,Bradi2g07677.1|PACid:21808109,31.8768619662
scaf0352052.1,Bradi1g25950.1|PACid:21817868,14.7619047619
scaf0096311.1,Bradi1g68090.1|PACid:21822863,63.9751552795
scaf0016893.1,Bradi1g77370.1|PACid:21822329,7.96019900498
scaf0016893.2,Bradi1g50826.2|PACid:21821295,24.8756218905
scaf0388096.1,Bradi2g13500.1|PACid:21804708,24.8157248157
scaf0030153.3,Bradi0009s00210.7|PACid:21826780,5.60747663551
scaf0286544.2,Bradi5g23166.1|PACid:21824919,14.606741573
scaf0080866.1,Bradi4g27720.1|PACid:21810903,20.3947368421
scaf0285220.1,Bradi2g38380.1|PACid:21808494,8.60927152318
scaf0390375.1,Bradi1g70620.1|PACid:21819969,55.7692307692
scaf0248121.1,Bradi4g16430.1|PACid:21810398,47.9166666667
scaf0004020.1,Bradi4g16750.1|PACid:21810877,14.6179401993
scaf7362565.1,Bradi4g08060.1|PACid:21810515,1.80412371134
scaf0100743.2,Bradi3g35210.1|PACid:21827924,33.9847991314
scaf0230404.1,Bradi2g61205.1|PACid:21803357,31.0502283105
scaf0059577.2,Bradi3g40610.1|PACid:21832829,34.9794238683
scaf0059577.1,Bradi3g32247.1|PACid:21833530,36.7346938776
scaf0339654.1,Bradi1g55170.1|PACid:21818329,30.7493540052
scaf0285687.1,Bradi1g06230.1|PACid:21815530,24.3732590529
scaf0073694.1,Bradi1g32710.1|PACid:21819519,26.724137931
scaf0085027.1,Bradi5g02240.1|PACid:21823993,31.4115308151
scaf0085027.2,Bradi5g10290.1|PACid:21825137,21.7948717949
scaf0206743.1,Bradi3g03220.1|PACid:21827377,44.4705882353
scaf0268442.1,Bradi1g03620.1|PACid:21823296,13.6363636364
scaf0268442.2,Bradi2g39190.1|PACid:21807458,19.1780821918
scaf0268442.3,Bradi1g72572.1|PACid:21822523,28.5452881976
scaf0429484.1,Bradi1g27757.1|PACid:21818920,19.0740740741
scaf0043118.1,Bradi2g32230.1|PACid:21803540,5.57768924303
scaf0043118.3,Bradi2g32240.1|PACid:21805850,15.4506437768
scaf0097972.1,Bradi5g15540.1|PACid:21823941,52.0547945205
scaf0128493.1,Bradi2g02160.1|PACid:21807624,56.8523430592
scaf0355902.1,Bradi2g51600.1|PACid:21808783,45.842217484
scaf0083748.1,Bradi5g13717.1|PACid:21824016,24.6913580247
scaf0028806.1,Bradi2g50660.1|PACid:21806974,49.014084507
scaf0098954.1,Bradi1g22390.1|PACid:21819674,8.58652575958
scaf0075090.1,Bradi2g37487.1|PACid:21806400,24.9737670514
scaf0036875.1,Bradi3g09280.1|PACid:21828259,17.2093023256
scaf0319401.1,Bradi2g36590.1|PACid:21809655,34.1216216216
scaf0426195.1,Bradi1g14830.1|PACid:21815529,22.0812182741
scaf0041707.1,Bradi4g38460.1|PACid:21813715,41.6666666667
scaf0421852.1,Bradi4g43220.1|PACid:21810334,19.4986072423
scaf0007372.2,Bradi1g68480.1|PACid:21819658,4.57516339869
scaf0007372.1,Bradi4g26510.1|PACid:21814462,29.6116504854
scaf0024462.1,Bradi1g30337.1|PACid:21821314,29.5514511873
scaf0371824.1,Bradi1g76000.1|PACid:21822720,5.44217687075
scaf0426911.1,Bradi5g01060.1|PACid:21825300,44.3717277487
scaf0205796.3,Bradi1g06470.1|PACid:21817456,40.3458213256
scaf0019331.1,Bradi3g06402.1|PACid:21832312,56.1917443409
scaf0090773.1,Bradi2g60850.1|PACid:21807426,2.98393267024
scaf0108072.2,Bradi1g27210.1|PACid:21822950,12.0
scaf0106704.2,Bradi4g38300.1|PACid:21809883,28.9081885856
scaf0108072.1,Bradi4g29440.1|PACid:21810817,56.3088512241
scaf0146816.2,Bradi3g13720.1|PACid:21830078,55.2529182879
scaf0186207.2,Bradi3g28410.1|PACid:21832635,63.5914332784
scaf0186207.1,Bradi5g10450.1|PACid:21824835,47.6793248945
scaf0108149.1,Bradi3g26860.1|PACid:21829789,7.43405275779
scaf0108149.2,Bradi3g26880.3|PACid:21828549,12.8571428571
scaf0380666.1,Bradi2g43870.1|PACid:21803837,8.25688073394
scaf0010023.1,Bradi5g12060.1|PACid:21825744,38.8998035363
scaf0390771.1,Bradi4g16930.1|PACid:21810071,3.94736842105
scaf0194068.1,Bradi1g49330.1|PACid:21822711,38.8888888889
scaf0103289.1,Bradi4g03160.1|PACid:21810264,38.7862796834
scaf0006663.2,Bradi2g55440.1|PACid:21803208,45.9302325581
scaf0332513.3,Bradi3g42820.1|PACid:21829893,33.1343283582
scaf0012306.1,Bradi5g04560.1|PACid:21825674,30.7692307692
scaf0332513.1,Bradi3g37650.1|PACid:21827876,40.6649616368
scaf0121248.2,Bradi4g00300.1|PACid:21810015,5.55555555556
scaf0121248.3,Bradi4g00310.1|PACid:21810451,39.6788990826
scaf0091133.1,Bradi3g01620.1|PACid:21832908,34.7732181425
scaf0121248.1,Bradi1g33360.1|PACid:21819254,44.7095435685
scaf0412933.2,Bradi1g51530.1|PACid:21819115,38.0471380471
scaf0121248.4,Bradi3g00830.1|PACid:21829677,10.5398457584
scaf0412933.1,Bradi1g64440.1|PACid:21819820,10.7255520505
scaf0179069.1,Bradi4g21990.2|PACid:21813087,17.125382263
scaf0131754.1,Bradi4g29887.1|PACid:21812080,28.5822592873
scaf0217215.1,Bradi3g31637.1|PACid:21831949,42.5944841675
scaf0075676.1,Bradi5g12460.1|PACid:21825466,46.7532467532
scaf0139295.1,Bradi3g09290.2|PACid:21832953,40.3026134801
scaf0270681.1,Bradi2g14870.1|PACid:21808325,35.8638743455
scaf0139295.2,Bradi2g06760.1|PACid:21805644,10.9004739336
scaf0179941.4,Bradi2g37410.1|PACid:21807947,3.6231884058
scaf0102115.1,Bradi4g03477.1|PACid:21810102,25.0639386189
scaf0291588.2,Bradi1g38380.1|PACid:21821767,2.08913649025
scaf0367120.1,Bradi5g10477.1|PACid:21824857,38.5896180215
scaf0287133.2,Bradi1g36450.1|PACid:21818801,34.6215780998
scaf0150656.1,Bradi2g57837.1|PACid:21809708,38.2513661202
scaf0287133.1,Bradi3g32630.1|PACid:21831647,50.9960159363
scaf0058723.1,Bradi1g77040.1|PACid:21820322,43.0267062315
scaf0414861.1,Bradi4g18250.1|PACid:21814191,24.3506493506
scaf0286332.1,Bradi4g36880.1|PACid:21810549,23.6087689713
scaf0260094.1,Bradi4g20338.1|PACid:21809777,24.0045506257
scaf0043124.1,Bradi3g38210.1|PACid:21828614,48.2300884956
scaf0382215.1,Bradi1g25350.1|PACid:21818387,14.7679324895
scaf0218180.1,Bradi2g27310.2|PACid:21804910,4.07407407407
scaf0354394.1,Bradi2g07750.1|PACid:21803588,39.0415785765
scaf0019770.1,Bradi1g16570.1|PACid:21820631,24.7011952191
scaf0326012.1,Bradi1g08190.1|PACid:21816498,61.7582417582
scaf0426418.2,Bradi2g02550.1|PACid:21804845,2.86343612335
scaf0312708.1,Bradi2g18530.1|PACid:21807241,24.5901639344
scaf0035847.1,Bradi1g42467.1|PACid:21818245,31.6159250585
scaf0036908.1,Bradi5g16797.1|PACid:21824548,30.1343570058
scaf0278781.1,Bradi1g28330.1|PACid:21819258,23.4899328859
scaf0138979.1,Bradi4g04190.1|PACid:21813581,34.7305389222
scaf0273807.1,Bradi2g43690.1|PACid:21803589,43.4402332362
scaf0077556.1,Bradi5g00980.1|PACid:21826693,57.1171171171
scaf0275124.1,Bradi3g51070.1|PACid:21831570,26.6750948167
scaf0198172.2,Bradi4g30660.1|PACid:21810525,55.8659217877
scaf0082712.1,Bradi1g00417.1|PACid:21818217,41.8666666667
scaf0249600.1,Bradi4g45080.1|PACid:21812773,40.3530895334
scaf0190076.2,Bradi1g16230.1|PACid:21817136,28.8770053476
scaf0190076.1,Bradi2g44480.1|PACid:21807938,56.6298342541
scaf0030503.1,Bradi1g14820.1|PACid:21819991,46.8834688347
scaf0199403.2,Bradi3g28060.1|PACid:21832364,5.53047404063
scaf0097741.1,Bradi3g54507.1|PACid:21831830,11.4503816794
scaf0097741.2,Bradi1g18320.1|PACid:21820321,10.6382978723
scaf0059165.3,Bradi3g07300.2|PACid:21831605,7.25388601036
scaf0087139.4,Bradi1g74250.1|PACid:21821388,46.4135021097
scaf0087139.2,Bradi3g02612.2|PACid:21827091,27.6243093923
scaf0087139.3,Bradi3g17160.1|PACid:21833483,1.4598540146
scaf0087139.1,Bradi3g41770.1|PACid:21832506,50.1724137931
scaf0436284.1,Bradi1g11310.1|PACid:21822763,17.6886792453
scaf0193960.1,Bradi1g53780.1|PACid:21817989,16.4658634538
scaf0199155.1,Bradi1g37967.1|PACid:21817139,13.2530120482
scaf0013959.1,Bradi1g23756.1|PACid:21818881,31.7725752508
scaf0366377.2,Bradi1g07440.1|PACid:21822107,12.213740458
scaf0028584.1,Bradi2g02400.1|PACid:21806781,29.6774193548
scaf0434441.1,Bradi2g07910.1|PACid:21804295,31.7869415808
scaf0362424.2,Bradi4g15410.1|PACid:21811666,27.0440251572
scaf0073890.2,Bradi3g37160.1|PACid:21829931,19.7080291971
scaf0050929.2,Bradi3g52260.1|PACid:21830863,40.522875817
scaf0050929.4,Bradi1g10760.1|PACid:21819173,43.1578947368
scaf0102976.1,Bradi4g21150.1|PACid:21814660,61.186440678
scaf0195049.1,Bradi4g44480.1|PACid:21814737,7.97101449275
scaf0124186.1,Bradi5g05650.1|PACid:21824947,3.79008746356
scaf0124186.2,Bradi5g05650.1|PACid:21824947,8.55199222546
scaf0124186.3,Bradi5g05650.1|PACid:21824947,4.95626822157
scaf0156006.1,Bradi1g24340.1|PACid:21823151,22.4899598394
scaf0092713.1,Bradi1g10130.1|PACid:21821606,8.90688259109
scaf0024906.1,Bradi1g03220.1|PACid:21821166,8.23529411765
scaf0060177.1,Bradi1g12090.1|PACid:21815923,31.718061674
scaf0416704.1,Bradi1g52530.1|PACid:21823143,25.3073770492
scaf0041215.1,Bradi4g25580.1|PACid:21813203,46.7479674797
scaf0041215.3,Bradi4g43730.1|PACid:21813065,58.2582582583
scaf0041215.2,Bradi2g04117.1|PACid:21805972,11.4808652246
scaf0190272.1,Bradi4g04320.1|PACid:21811293,31.3131313131
scaf0254340.1,Bradi1g60890.1|PACid:21815557,3.38441890166
scaf0080312.1,Bradi2g10100.1|PACid:21807873,23.8738738739
scaf0131813.1,Bradi4g19730.1|PACid:21812512,46.2809917355
scaf0395867.1,Bradi1g60380.1|PACid:21819786,30.0163132137
scaf0099219.2,Bradi1g19710.1|PACid:21816389,2.60586319218
scaf0099219.3,Bradi2g25600.1|PACid:21806568,34.8314606742
scaf0335430.1,Bradi4g39430.1|PACid:21814155,8.98876404494
scaf0055667.3,Bradi4g03215.1|PACid:21812746,49.5884773663
scaf0055667.2,Bradi1g58871.1|PACid:21814835,37.2990353698
scaf0257001.1,Bradi2g58930.1|PACid:21802955,39.3939393939
scaf0176173.1,Bradi1g59030.1|PACid:21823593,8.77367896311
scaf0412830.1,Bradi2g20630.1|PACid:21805852,44.7976878613
scaf0087105.1,Bradi2g47570.1|PACid:21806518,35.0785340314
scaf0311666.1,Bradi3g49190.1|PACid:21830198,16.796875
scaf0336754.1,Bradi3g36950.1|PACid:21827155,51.186440678
scaf0435595.1,Bradi4g12920.1|PACid:21813785,3.15315315315
scaf0080237.1,Bradi3g31980.1|PACid:21833319,14.0718562874
scaf0202857.2,Bradi2g60300.1|PACid:21809351,17.0731707317
scaf0202857.1,Bradi4g32000.1|PACid:21813740,22.5609756098
scaf0193719.1,Bradi5g02860.1|PACid:21824158,30.7943416757
scaf0238969.1,Bradi2g57640.2|PACid:21805652,52.0408163265
scaf0015125.1,Bradi3g40687.1|PACid:21833454,63.5338345865
scaf0359598.1,Bradi2g43030.1|PACid:21803735,12.0
scaf0029117.2,Bradi4g05380.1|PACid:21811539,62.2770919067
scaf0029117.1,Bradi2g03670.1|PACid:21804437,2.80112044818
scaf0135114.1,Bradi3g06253.1|PACid:21829355,22.7564102564
scaf0051895.3,Bradi1g58780.1|PACid:21820344,29.2993630573
scaf0381176.1,Bradi1g24630.1|PACid:21817922,3.80434782609
scaf0220465.1,Bradi3g32970.2|PACid:21830425,29.274611399
scaf0029254.5,Bradi1g65420.2|PACid:21818701,30.8539944904
scaf0029254.2,Bradi4g44780.1|PACid:21810348,42.8756476684
scaf0029254.3,Bradi5g21580.1|PACid:21825421,52.3545706371
scaf0067952.1,Bradi2g39730.1|PACid:21807430,12.6520681265
scaf0169407.1,Bradi1g29247.1|PACid:21819909,17.8154825027
scaf0067952.2,Bradi1g56040.1|PACid:21822623,46.6507177033
scaf0205121.1,Bradi4g29920.1|PACid:21809827,58.0086580087
scaf0096328.1,Bradi5g16817.1|PACid:21824707,29.9835255354
scaf0096328.2,Bradi1g35630.1|PACid:21815648,24.8568155785
scaf0435057.1,Bradi4g35770.1|PACid:21809915,30.9012875536
